Name,City
dr. Veerasamy b. m. ,perianaickenpalayam
dr. Venkatachalam c. g. ,chennai
dr. Veerappa k. m.  reddy,bengaluru
dr. Venkata k.  rao,chennai
dr. Vasanthakumar n. m. ,bengaluru
dr. Venkayya d.  chowdhary,hyderabad
dr. Venkatasubramanian n. ,chennai
dr. Veeranna g. ,gulbarga
dr. Venkatramana c. ,tirupati
"dr. Veerendra kumar, park view medical centre",bengaluru
"dr. Venkatappa h. m. , kanva diagnostic centre",bengaluru
dr. Veer a.  anjaneyulu,hyderabad
dr. Venkata subba m. n.  rao,mysore
dr. Venkata p.  rao,kakinada
dr. Venkatarama e. v.  gupta,bengaluru
dr. Veena b. r. ,bengaluru
